time,open,high,low,close,tick_volume,spread,real_volume
2025-09-28 01:20:00,2798.114,2799.427,2797.926,2799.41,30,199,0
2025-09-28 01:21:00,2799.306,2799.601,2798.444,2798.512,30,199,0
2025-09-28 01:22:00,2798.699,2799.254,2798.038,2798.849,30,199,0
2025-09-28 01:23:00,2798.758,2798.758,2797.568,2797.75,30,199,0
2025-09-28 01:24:00,2797.662,2798.512,2797.088,2797.826,30,199,0
2025-09-28 01:25:00,2797.947,2798.575,2797.537,2798.575,30,199,0
2025-09-28 01:26:00,2798.616,2798.616,2796.832,2797.9,30,199,0
2025-09-28 01:27:00,2797.835,2799.933,2797.835,2799.718,30,199,0
2025-09-28 01:28:00,2799.774,2799.776,2798.92,2799.028,30,199,0
2025-09-28 01:29:00,2799.092,2799.745,2798.713,2798.908,30,199,0
2025-09-28 01:30:00,2798.906,2799.011,2797.759,2798.29,29,199,0
2025-09-28 01:31:00,2798.442,2799.986,2798.196,2799.879,30,199,0
2025-09-28 01:32:00,2799.864,2800.388,2798.749,2798.749,30,199,0
2025-09-28 01:33:00,2798.979,2799.916,2798.797,2799.18,30,199,0
2025-09-28 01:34:00,2799.368,2799.889,2798.948,2799.643,30,199,0
2025-09-28 01:35:00,2799.692,2800.213,2799.389,2800.213,30,199,0
2025-09-28 01:36:00,2799.987,2800.156,2798.434,2798.434,30,199,0
2025-09-28 01:37:00,2798.326,2798.705,2797.172,2798.705,30,199,0
2025-09-28 01:38:00,2798.647,2800.512,2798.145,2799.976,30,199,0
2025-09-28 01:39:00,2799.897,2801.236,2799.897,2800.564,30,199,0
2025-09-28 01:40:00,2800.687,2801.729,2800.004,2801.471,30,199,0
2025-09-28 01:41:00,2801.328,2801.328,2799.775,2800.413,30,199,0
2025-09-28 01:42:00,2800.349,2800.708,2799.648,2799.648,30,199,0
2025-09-28 01:43:00,2799.448,2799.469,2797.171,2797.171,30,199,0
2025-09-28 01:44:00,2797.227,2798.083,2797.059,2797.262,30,199,0
2025-09-28 01:45:00,2797.378,2798.914,2797.378,2798.448,30,199,0
2025-09-28 01:46:00,2798.562,2800.076,2798.481,2799.786,30,199,0
2025-09-28 01:47:00,2799.591,2799.709,2798.368,2798.507,30,199,0
2025-09-28 01:48:00,2798.502,2799.087,2797.67,2797.67,30,199,0
2025-09-28 01:49:00,2797.98,2799.238,2797.908,2799.112,30,199,0
2025-09-28 01:50:00,2799.143,2799.899,2798.924,2799.01,30,199,0
2025-09-28 01:51:00,2799.303,2799.303,2798.353,2798.982,30,199,0
2025-09-28 01:52:00,2798.675,2800.414,2798.675,2799.977,30,199,0
2025-09-28 01:53:00,2799.954,2800.32,2799.338,2799.365,30,199,0
2025-09-28 01:54:00,2798.972,2799.066,2798.244,2798.783,30,199,0
2025-09-28 01:55:00,2798.747,2799.821,2798.497,2799.717,30,199,0
2025-09-28 01:56:00,2799.849,2800.111,2798.838,2798.838,30,199,0
2025-09-28 01:57:00,2798.951,2799.35,2798.633,2798.846,30,199,0
2025-09-28 01:58:00,2798.556,2799.612,2798.242,2798.242,30,199,0
2025-09-28 01:59:00,2798.212,2798.212,2796.283,2796.582,30,199,0
2025-09-28 02:00:00,2796.615,2797.429,2796.615,2797.419,30,199,0
2025-09-28 02:01:00,2797.647,2799.039,2797.647,2798.558,30,199,0
2025-09-28 02:02:00,2798.609,2799.773,2798.44,2799.077,30,199,0
2025-09-28 02:03:00,2799.042,2799.519,2798.767,2799.05,30,199,0
2025-09-28 02:04:00,2799.182,2800.81,2799.182,2800.323,30,199,0
2025-09-28 02:05:00,2800.702,2800.951,2799.442,2799.839,30,199,0
2025-09-28 02:06:00,2799.901,2800.626,2799.702,2799.788,30,199,0
2025-09-28 02:07:00,2799.948,2800.853,2799.65,2800.0,30,199,0
2025-09-28 02:08:00,2800.223,2801.206,2799.714,2800.633,30,199,0
2025-09-28 02:09:00,2800.589,2801.479,2800.21,2800.372,30,199,0
2025-09-28 02:10:00,2800.204,2800.957,2799.899,2800.805,30,199,0
2025-09-28 02:11:00,2800.931,2801.786,2800.743,2801.154,30,199,0
2025-09-28 02:12:00,2800.839,2800.839,2799.003,2799.003,30,199,0
2025-09-28 02:13:00,2799.192,2799.522,2798.902,2799.386,30,199,0
2025-09-28 02:14:00,2799.433,2800.071,2798.806,2799.728,30,199,0
2025-09-28 02:15:00,2799.62,2799.62,2798.339,2799.217,30,199,0
2025-09-28 02:16:00,2799.08,2801.087,2799.032,2800.602,30,199,0
2025-09-28 02:17:00,2800.45,2800.45,2799.492,2799.705,30,199,0
2025-09-28 02:18:00,2799.963,2800.522,2799.863,2800.329,30,199,0
2025-09-28 02:19:00,2800.16,2800.16,2799.305,2799.647,30,199,0
2025-09-28 02:20:00,2799.866,2801.715,2799.866,2801.617,30,199,0
2025-09-28 02:21:00,2801.564,2801.966,2801.364,2801.694,30,199,0
2025-09-28 02:22:00,2801.653,2802.381,2800.546,2802.193,30,199,0
2025-09-28 02:23:00,2802.153,2802.474,2800.901,2801.008,30,199,0
2025-09-28 02:24:00,2800.817,2801.241,2800.172,2800.227,30,199,0
2025-09-28 02:25:00,2800.272,2801.088,2800.272,2800.915,30,199,0
2025-09-28 02:26:00,2800.838,2802.293,2800.78,2800.867,30,199,0
2025-09-28 02:27:00,2800.901,2801.859,2800.476,2800.656,30,199,0
2025-09-28 02:28:00,2800.817,2801.885,2800.817,2801.768,30,199,0
2025-09-28 02:29:00,2801.633,2802.536,2801.575,2802.057,30,199,0
2025-09-28 02:30:00,2802.052,2803.227,2801.66,2802.632,30,199,0
2025-09-28 02:31:00,2802.694,2803.178,2802.541,2802.603,30,199,0
2025-09-28 02:32:00,2802.588,2802.928,2801.832,2802.074,30,199,0
2025-09-28 02:33:00,2802.076,2802.076,2800.735,2801.084,30,199,0
2025-09-28 02:34:00,2800.963,2801.389,2800.526,2801.269,30,199,0
2025-09-28 02:35:00,2801.467,2803.261,2801.344,2803.2,30,199,0
2025-09-28 02:36:00,2803.38,2804.325,2803.194,2804.325,30,199,0
2025-09-28 02:37:00,2804.469,2805.219,2804.272,2804.492,30,199,0
2025-09-28 02:38:00,2804.361,2805.285,2803.886,2805.285,30,199,0
2025-09-28 02:39:00,2805.367,2805.367,2802.807,2802.807,30,199,0
2025-09-28 02:40:00,2802.817,2803.446,2802.761,2803.23,30,199,0
2025-09-28 02:41:00,2803.615,2804.335,2803.098,2803.098,30,199,0
2025-09-28 02:42:00,2803.238,2803.358,2802.861,2803.171,30,199,0
2025-09-28 02:43:00,2803.046,2803.758,2802.876,2802.876,30,199,0
2025-09-28 02:44:00,2802.942,2802.942,2801.446,2802.665,30,199,0
2025-09-28 02:45:00,2802.699,2804.247,2802.64,2804.247,30,199,0
2025-09-28 02:46:00,2804.454,2804.505,2802.861,2803.594,30,199,0
2025-09-28 02:47:00,2803.57,2803.57,2802.859,2802.883,29,199,0
2025-09-28 02:48:00,2802.806,2803.149,2802.058,2803.138,30,199,0
2025-09-28 02:49:00,2802.811,2803.598,2802.328,2803.41,30,199,0
2025-09-28 02:50:00,2803.476,2806.599,2803.476,2806.462,30,199,0
2025-09-28 02:51:00,2806.799,2806.994,2805.859,2806.994,30,199,0
2025-09-28 02:52:00,2807.164,2807.373,2806.24,2806.24,30,199,0
2025-09-28 02:53:00,2806.36,2807.415,2806.044,2807.042,30,199,0
2025-09-28 02:54:00,2807.07,2807.94,2806.481,2806.704,29,199,0
2025-09-28 02:55:00,2806.525,2806.934,2805.93,2806.273,30,199,0
2025-09-28 02:56:00,2806.467,2807.241,2805.853,2806.029,30,199,0
2025-09-28 02:57:00,2805.916,2806.356,2804.944,2805.349,30,199,0
2025-09-28 02:58:00,2805.555,2805.947,2804.943,2804.943,30,199,0
2025-09-28 02:59:00,2804.853,2805.078,2803.745,2804.17,30,199,0
2025-09-28 03:00:00,2804.031,2805.263,2803.499,2805.192,30,199,0
2025-09-28 03:01:00,2805.176,2805.776,2804.79,2805.776,30,199,0
2025-09-28 03:02:00,2805.592,2805.592,2804.24,2804.885,30,199,0
2025-09-28 03:03:00,2805.017,2805.32,2804.209,2804.232,30,199,0
2025-09-28 03:04:00,2804.437,2805.178,2803.88,2804.677,30,199,0
2025-09-28 03:05:00,2804.815,2805.196,2803.967,2805.196,30,199,0
2025-09-28 03:06:00,2805.065,2805.282,2804.488,2804.824,29,199,0
2025-09-28 03:07:00,2804.762,2805.357,2803.786,2805.3,30,199,0
2025-09-28 03:08:00,2805.565,2805.597,2803.222,2803.723,30,199,0
2025-09-28 03:09:00,2803.417,2803.417,2801.504,2802.057,30,199,0
2025-09-28 03:10:00,2801.925,2801.925,2800.884,2800.884,30,199,0
2025-09-28 03:11:00,2800.916,2801.5,2799.808,2800.523,30,199,0
2025-09-28 03:12:00,2800.506,2800.818,2799.11,2800.218,30,199,0
2025-09-28 03:13:00,2800.008,2800.459,2799.58,2800.422,30,199,0
2025-09-28 03:14:00,2800.422,2801.23,2800.198,2801.23,30,199,0
2025-09-28 03:15:00,2801.048,2801.543,2800.506,2801.083,30,199,0
2025-09-28 03:16:00,2801.143,2801.326,2799.967,2800.306,30,199,0
2025-09-28 03:17:00,2800.455,2801.19,2800.448,2800.506,30,199,0
2025-09-28 03:18:00,2800.689,2800.809,2799.127,2799.41,30,199,0
2025-09-28 03:19:00,2799.569,2800.133,2798.801,2800.133,30,199,0
2025-09-28 03:20:00,2800.368,2800.816,2799.878,2800.235,30,199,0
2025-09-28 03:21:00,2800.186,2801.47,2799.855,2801.431,30,199,0
2025-09-28 03:22:00,2801.431,2802.048,2800.191,2800.191,30,199,0
2025-09-28 03:23:00,2800.227,2800.456,2799.018,2799.287,30,199,0
2025-09-28 03:24:00,2799.184,2800.856,2799.02,2799.459,30,199,0
2025-09-28 03:25:00,2799.464,2799.598,2798.042,2798.042,30,199,0
2025-09-28 03:26:00,2797.962,2798.497,2797.196,2797.835,30,199,0
2025-09-28 03:27:00,2797.909,2797.981,2796.733,2797.902,30,199,0
2025-09-28 03:28:00,2797.984,2799.254,2797.984,2798.727,29,199,0
2025-09-28 03:29:00,2798.762,2798.762,2797.255,2797.45,30,199,0
2025-09-28 03:30:00,2797.428,2797.972,2796.355,2796.355,30,199,0
2025-09-28 03:31:00,2796.299,2797.009,2795.617,2797.009,29,199,0
2025-09-28 03:32:00,2797.107,2797.739,2795.996,2796.23,30,199,0
2025-09-28 03:33:00,2795.953,2796.31,2795.273,2795.976,30,199,0
2025-09-28 03:34:00,2795.886,2796.541,2795.886,2796.424,30,199,0
2025-09-28 03:35:00,2796.275,2797.073,2796.275,2796.748,30,199,0
2025-09-28 03:36:00,2796.77,2797.314,2795.839,2796.831,30,199,0
2025-09-28 03:37:00,2797.042,2799.133,2796.742,2799.103,30,199,0
2025-09-28 03:38:00,2799.165,2799.548,2798.814,2798.814,30,199,0
2025-09-28 03:39:00,2799.032,2799.032,2797.585,2798.264,30,199,0
2025-09-28 03:40:00,2798.399,2799.068,2797.983,2798.367,30,199,0
2025-09-28 03:41:00,2798.577,2798.577,2797.55,2798.455,29,199,0
2025-09-28 03:42:00,2798.516,2798.548,2796.55,2796.55,30,199,0
2025-09-28 03:43:00,2796.335,2797.224,2795.882,2795.882,30,199,0
2025-09-28 03:44:00,2795.708,2796.249,2795.447,2795.666,30,199,0
2025-09-28 03:45:00,2795.255,2797.961,2795.255,2797.961,30,199,0
2025-09-28 03:46:00,2797.883,2798.113,2796.062,2796.062,30,199,0
2025-09-28 03:47:00,2796.167,2796.167,2794.596,2795.398,30,199,0
2025-09-28 03:48:00,2795.481,2795.799,2794.992,2794.992,30,199,0
2025-09-28 03:49:00,2795.388,2795.522,2794.71,2794.89,30,199,0
2025-09-28 03:50:00,2794.921,2795.02,2793.996,2794.284,30,199,0
2025-09-28 03:51:00,2794.409,2794.616,2793.572,2793.572,30,199,0
2025-09-28 03:52:00,2793.789,2794.828,2793.789,2794.244,30,199,0
2025-09-28 03:53:00,2794.269,2796.011,2794.031,2795.832,30,199,0
2025-09-28 03:54:00,2795.604,2796.177,2794.826,2794.826,30,199,0
2025-09-28 03:55:00,2794.483,2794.916,2794.05,2794.154,30,199,0
2025-09-28 03:56:00,2794.256,2795.041,2793.754,2795.02,30,199,0
2025-09-28 03:57:00,2795.078,2795.767,2794.514,2795.732,30,199,0
2025-09-28 03:58:00,2795.817,2795.817,2794.214,2794.237,30,199,0
2025-09-28 03:59:00,2794.057,2794.416,2793.445,2793.86,30,199,0
2025-09-28 04:00:00,2794.063,2794.255,2793.472,2793.576,30,199,0
2025-09-28 04:01:00,2793.78,2794.7,2793.78,2793.831,29,199,0
2025-09-28 04:02:00,2794.061,2794.711,2793.38,2794.711,30,199,0
2025-09-28 04:03:00,2794.517,2794.936,2793.094,2793.094,30,199,0
2025-09-28 04:04:00,2793.387,2794.076,2793.316,2793.535,30,199,0
2025-09-28 04:05:00,2793.535,2795.384,2793.535,2794.787,30,199,0
2025-09-28 04:06:00,2794.904,2795.518,2794.575,2795.316,30,199,0
2025-09-28 04:07:00,2795.37,2796.002,2794.833,2794.833,30,199,0
2025-09-28 04:08:00,2794.71,2794.713,2793.283,2793.672,30,199,0
2025-09-28 04:09:00,2793.396,2793.633,2792.438,2792.438,30,199,0
2025-09-28 04:10:00,2792.642,2793.17,2792.378,2792.737,30,199,0
